id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1326236416012144642,1326163162111086592,2020-11-10 12:52:56 Central Standard Time,2020-11-10,12:52:56,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,@hwhysang nyah,in,[],[],[],0,0,1,[],[],https://twitter.com/angstyfanboi/status/1326236416012144642,False,,0,,,,,,,,"[{'screen_name': 'hwhysang', 'name': 'condiment anti ❌🤬', 'id': '1259966936319954947'}]",,,,
1326236374337523712,1325764369536360448,2020-11-10 12:52:46 Central Standard Time,2020-11-10,12:52:46,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,@chengsqing shook 😳😳,en,[],[],[],0,0,0,[],[],https://twitter.com/angstyfanboi/status/1326236374337523712,False,,0,,,,,,,,"[{'screen_name': 'chengsqing', 'name': 'nadia', 'id': '802340132158369794'}]",,,,
1326236318943350789,1326113813066887168,2020-11-10 12:52:33 Central Standard Time,2020-11-10,12:52:33,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,@noobxmaster69 💚,und,[],[],[],0,0,0,[],[],https://twitter.com/angstyfanboi/status/1326236318943350789,False,,0,,,,,,,,"[{'screen_name': 'noobxmaster69', 'name': 'skylar', 'id': '1124945854295625728'}]",,,,
1326236262567718912,1326220632862969859,2020-11-10 12:52:19 Central Standard Time,2020-11-10,12:52:19,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,@hwhysang bold 😳😳 going,en,[],[],[],1,0,1,[],[],https://twitter.com/angstyfanboi/status/1326236262567718912,False,,0,,,,,,,,"[{'screen_name': 'hwhysang', 'name': 'condiment anti ❌🤬', 'id': '1259966936319954947'}]",,,,
1326234860017618947,1326220632862969859,2020-11-10 12:46:45 Central Standard Time,2020-11-10,12:46:45,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,@hwhysang i would speak portuguese to you the whole day ✋🏻😔,en,[],[],[],1,0,0,[],[],https://twitter.com/angstyfanboi/status/1326234860017618947,False,,0,,,,,,,,"[{'screen_name': 'hwhysang', 'name': 'condiment anti ❌🤬', 'id': '1259966936319954947'}]",,,,
1326199180411465733,1326199180411465733,2020-11-10 10:24:58 Central Standard Time,2020-11-10,10:24:58,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,just had man telling me to move and another telling me pretty girls always have priority so please tell me which one it is dude ✋🏻😭,en,[],[],[],0,0,0,[],[],https://twitter.com/angstyfanboi/status/1326199180411465733,False,,0,,,,,,,,[],,,,
1326164581459308546,1326163162111086592,2020-11-10 08:07:29 Central Standard Time,2020-11-10,08:07:29,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,@hwhysang IBWJSJAKAKW LEX,in,[],[],[],1,0,0,[],[],https://twitter.com/angstyfanboi/status/1326164581459308546,False,,0,,,,,,,,"[{'screen_name': 'hwhysang', 'name': 'mr. cringe', 'id': '1259966936319954947'}]",,,,
1326133802893271040,1326113813066887168,2020-11-10 06:05:11 Central Standard Time,2020-11-10,06:05:11,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,@noobxmaster69 i don't think i can 🥴🥴 but I'll try 🥺,en,[],[],[],1,0,0,[],[],https://twitter.com/angstyfanboi/status/1326133802893271040,False,,0,,,,,,,,"[{'screen_name': 'noobxmaster69', 'name': 'skylar', 'id': '1124945854295625728'}]",,,,
1326131878227795968,1326113813066887168,2020-11-10 05:57:32 Central Standard Time,2020-11-10,05:57:32,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,@noobxmaster69 i did that 🥺🥺 i just woke up in a bad way and now my whole day is kinda ruined when it comes to my mood,en,[],[],[],1,0,1,[],[],https://twitter.com/angstyfanboi/status/1326131878227795968,False,,0,,,,,,,,"[{'screen_name': 'noobxmaster69', 'name': 'skylar', 'id': '1124945854295625728'}]",,,,
1326131328828514304,1326120501308174342,2020-11-10 05:55:21 Central Standard Time,2020-11-10,05:55:21,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,@jiangwanyinyes piriquita 🥺🥺🥺🥺🥺,es,[],[],[],0,0,0,[],[],https://twitter.com/angstyfanboi/status/1326131328828514304,False,,0,,,,,,,,"[{'screen_name': 'jiangwanyinyes', 'name': 'Ana ⁱˢ ᵍᵒⁱⁿᵍ ᵗʰʳᵒᵘᵍʰ ⁱᵗ', 'id': '1236456260993798145'}]",,,,
1326130970173517824,1326120501308174342,2020-11-10 05:53:56 Central Standard Time,2020-11-10,05:53:56,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,@jiangwanyinyes thank you 🥺🥺,en,[],[],[],1,0,1,[],[],https://twitter.com/angstyfanboi/status/1326130970173517824,False,,0,,,,,,,,"[{'screen_name': 'jiangwanyinyes', 'name': 'Ana ⁱˢ ᵍᵒⁱⁿᵍ ᵗʰʳᵒᵘᵍʰ ⁱᵗ', 'id': '1236456260993798145'}]",,,,
1326130597560020995,1326113813066887168,2020-11-10 05:52:27 Central Standard Time,2020-11-10,05:52:27,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,@noobxmaster69 i tried 🙃,en,[],[],[],1,0,0,[],[],https://twitter.com/angstyfanboi/status/1326130597560020995,False,,0,,,,,,,,"[{'screen_name': 'noobxmaster69', 'name': 'skylar', 'id': '1124945854295625728'}]",,,,
1326130466299273216,1326120501308174342,2020-11-10 05:51:56 Central Standard Time,2020-11-10,05:51:56,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,@jiangwanyinyes I'm waiting for the day he opens his mouth again. i have so much shit i want to say,en,[],[],[],1,0,0,[],[],https://twitter.com/angstyfanboi/status/1326130466299273216,False,,0,,,,,,,,"[{'screen_name': 'jiangwanyinyes', 'name': 'Ana ⁱˢ ᵍᵒⁱⁿᵍ ᵗʰʳᵒᵘᵍʰ ⁱᵗ', 'id': '1236456260993798145'}]",,,,
1326128412583489538,1326120501308174342,2020-11-10 05:43:46 Central Standard Time,2020-11-10,05:43:46,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,@jiangwanyinyes 😌😌😌,und,[],[],[],1,0,0,[],[],https://twitter.com/angstyfanboi/status/1326128412583489538,False,,0,,,,,,,,"[{'screen_name': 'jiangwanyinyes', 'name': 'Ana ⁱˢ ᵍᵒⁱⁿᵍ ᵗʰʳᵒᵘᵍʰ ⁱᵗ', 'id': '1236456260993798145'}]",,,,
1326127879579721728,1326120501308174342,2020-11-10 05:41:39 Central Standard Time,2020-11-10,05:41:39,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,"@jiangwanyinyes you're so right, for once",en,[],[],[],1,0,0,[],[],https://twitter.com/angstyfanboi/status/1326127879579721728,False,,0,,,,,,,,"[{'screen_name': 'jiangwanyinyes', 'name': 'Ana ⁱˢ ᵍᵒⁱⁿᵍ ᵗʰʳᵒᵘᵍʰ ⁱᵗ', 'id': '1236456260993798145'}]",,,,
1326127578311258114,1326111035045146627,2020-11-10 05:40:27 Central Standard Time,2020-11-10,05:40:27,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,@jiangwanyinyes :'),und,[],[],[],0,0,1,[],[],https://twitter.com/angstyfanboi/status/1326127578311258114,False,,0,,,,,,,,"[{'screen_name': 'jiangwanyinyes', 'name': 'Ana ⁱˢ ᵍᵒⁱⁿᵍ ᵗʰʳᵒᵘᵍʰ ⁱᵗ', 'id': '1236456260993798145'}]",,,,
1326127551908089858,1326120501308174342,2020-11-10 05:40:21 Central Standard Time,2020-11-10,05:40:21,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,@jiangwanyinyes i would apologize but it's not like he cares so i might as well call him swine,en,[],[],[],1,0,0,[],[],https://twitter.com/angstyfanboi/status/1326127551908089858,False,,0,,,,,,,,"[{'screen_name': 'jiangwanyinyes', 'name': 'Ana ⁱˢ ᵍᵒⁱⁿᵍ ᵗʰʳᵒᵘᵍʰ ⁱᵗ', 'id': '1236456260993798145'}]",,,,
1326127221929545735,1326111035045146627,2020-11-10 05:39:02 Central Standard Time,2020-11-10,05:39:02,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,@jiangwanyinyes ... maybe i am,en,[],[],[],1,0,0,[],[],https://twitter.com/angstyfanboi/status/1326127221929545735,False,,0,,,,,,,,"[{'screen_name': 'jiangwanyinyes', 'name': 'Ana ⁱˢ ᵍᵒⁱⁿᵍ ᵗʰʳᵒᵘᵍʰ ⁱᵗ', 'id': '1236456260993798145'}]",,,,
1326127187016159233,1326120501308174342,2020-11-10 05:38:54 Central Standard Time,2020-11-10,05:38:54,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,"@jiangwanyinyes also, calling him swine would be me using my right of liberty of speech... hm",en,[],[],[],1,0,0,[],[],https://twitter.com/angstyfanboi/status/1326127187016159233,False,,0,,,,,,,,"[{'screen_name': 'jiangwanyinyes', 'name': 'Ana ⁱˢ ᵍᵒⁱⁿᵍ ᵗʰʳᵒᵘᵍʰ ⁱᵗ', 'id': '1236456260993798145'}]",,,,
1326126661046325248,1326111035045146627,2020-11-10 05:36:48 Central Standard Time,2020-11-10,05:36:48,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,@jiangwanyinyes never forgiving her...,en,[],[],[],1,0,0,[],[],https://twitter.com/angstyfanboi/status/1326126661046325248,False,,0,,,,,,,,"[{'screen_name': 'jiangwanyinyes', 'name': 'Ana ⁱˢ ᵍᵒⁱⁿᵍ ᵗʰʳᵒᵘᵍʰ ⁱᵗ', 'id': '1236456260993798145'}]",,,,
1326126609737375744,1326120501308174342,2020-11-10 05:36:36 Central Standard Time,2020-11-10,05:36:36,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,@jiangwanyinyes what if i use a knife 👁️👄👁️,en,[],[],[],1,0,0,[],[],https://twitter.com/angstyfanboi/status/1326126609737375744,False,,0,,,,,,,,"[{'screen_name': 'jiangwanyinyes', 'name': 'Ana ⁱˢ ᵍᵒⁱⁿᵍ ᵗʰʳᵒᵘᵍʰ ⁱᵗ', 'id': '1236456260993798145'}]",,,,
1326126163513765888,1326111035045146627,2020-11-10 05:34:50 Central Standard Time,2020-11-10,05:34:50,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,@jiangwanyinyes ari could be best bro if it wasn't for that,en,[],[],[],1,0,0,[],[],https://twitter.com/angstyfanboi/status/1326126163513765888,False,,0,,,,,,,,"[{'screen_name': 'jiangwanyinyes', 'name': 'Ana ⁱˢ ᵍᵒⁱⁿᵍ ᵗʰʳᵒᵘᵍʰ ⁱᵗ', 'id': '1236456260993798145'}]",,,,
1326126038745817088,1326120501308174342,2020-11-10 05:34:20 Central Standard Time,2020-11-10,05:34:20,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,@jiangwanyinyes NJSJAJAUAUAUWUAUA,und,[],[],[],1,0,0,[],[],https://twitter.com/angstyfanboi/status/1326126038745817088,False,,0,,,,,,,,"[{'screen_name': 'jiangwanyinyes', 'name': 'Ana ⁱˢ ᵍᵒⁱⁿᵍ ᵗʰʳᵒᵘᵍʰ ⁱᵗ', 'id': '1236456260993798145'}]",,,,
1326125676676706309,1326111035045146627,2020-11-10 05:32:54 Central Standard Time,2020-11-10,05:32:54,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,@jiangwanyinyes I REGRET IT EVERYDAY BUT IT WAS BURIED AND ARI BROUGHT IT BACK,en,[],[],[],1,0,0,[],[],https://twitter.com/angstyfanboi/status/1326125676676706309,False,,0,,,,,,,,"[{'screen_name': 'jiangwanyinyes', 'name': 'Ana ⁱˢ ᵍᵒⁱⁿᵍ ᵗʰʳᵒᵘᵍʰ ⁱᵗ', 'id': '1236456260993798145'}]",,,,
1326125588042682371,1326120501308174342,2020-11-10 05:32:33 Central Standard Time,2020-11-10,05:32:33,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,"@jiangwanyinyes i just turned to my friend super offended like ""so i can call him swine but not misogynist???? why????""",en,[],[],[],1,0,0,[],[],https://twitter.com/angstyfanboi/status/1326125588042682371,False,,0,,,,,,,,"[{'screen_name': 'jiangwanyinyes', 'name': 'Ana ⁱˢ ᵍᵒⁱⁿᵍ ᵗʰʳᵒᵘᵍʰ ⁱᵗ', 'id': '1236456260993798145'}]",,,,
1326125216813211650,1326111035045146627,2020-11-10 05:31:04 Central Standard Time,2020-11-10,05:31:04,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,"@jiangwanyinyes this is all bro's fault, never forgiving her",en,[],[],[],1,0,0,[],[],https://twitter.com/angstyfanboi/status/1326125216813211650,False,,0,,,,,,,,"[{'screen_name': 'jiangwanyinyes', 'name': 'Ana ⁱˢ ᵍᵒⁱⁿᵍ ᵗʰʳᵒᵘᵍʰ ⁱᵗ', 'id': '1236456260993798145'}]",,,,
1326125102338093056,1326120501308174342,2020-11-10 05:30:37 Central Standard Time,2020-11-10,05:30:37,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,"@jiangwanyinyes LMAOOOOO, he's in one of my groups bc of a project 😭😭😭 it will slip and I will call him swine and I won't regret it",en,[],[],[],1,0,0,[],[],https://twitter.com/angstyfanboi/status/1326125102338093056,False,,0,,,,,,,,"[{'screen_name': 'jiangwanyinyes', 'name': 'Ana ⁱˢ ᵍᵒⁱⁿᵍ ᵗʰʳᵒᵘᵍʰ ⁱᵗ', 'id': '1236456260993798145'}]",,,,
1326124898419355650,1326111035045146627,2020-11-10 05:29:48 Central Standard Time,2020-11-10,05:29:48,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,@jiangwanyinyes but maybe if you try to understand why it started it would be easier to control it? idk piriquita  also DON'T YOU DARE,en,[],[],[],1,0,0,[],[],https://twitter.com/angstyfanboi/status/1326124898419355650,False,,0,,,,,,,,"[{'screen_name': 'jiangwanyinyes', 'name': 'Ana ⁱˢ ᵍᵒⁱⁿᵍ ᵗʰʳᵒᵘᵍʰ ⁱᵗ', 'id': '1236456260993798145'}]",,,,
1326124506457534465,1326120501308174342,2020-11-10 05:28:15 Central Standard Time,2020-11-10,05:28:15,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,"@jiangwanyinyes exactly. so that bitch acts misogynist on the class gc, i call him out, he leaves the class gc, and now in class we're talking about defamation and he said that he wouldn't be really offended if someone called him a swine 🙃 so you really just don't like being called out??",en,[],[],[],1,0,0,[],[],https://twitter.com/angstyfanboi/status/1326124506457534465,False,,0,,,,,,,,"[{'screen_name': 'jiangwanyinyes', 'name': 'Ana ⁱˢ ᵍᵒⁱⁿᵍ ᵗʰʳᵒᵘᵍʰ ⁱᵗ', 'id': '1236456260993798145'}]",,,,
1326124038599684096,1326111035045146627,2020-11-10 05:26:23 Central Standard Time,2020-11-10,05:26:23,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,"@jiangwanyinyes I'M NOT SCOLDING YOU AND LET THAT GO, THERE'S NO AUDIO ANYMORE",en,[],[],[],1,0,0,[],[],https://twitter.com/angstyfanboi/status/1326124038599684096,False,,0,,,,,,,,"[{'screen_name': 'jiangwanyinyes', 'name': 'Ana ⁱˢ ᵍᵒⁱⁿᵍ ᵗʰʳᵒᵘᵍʰ ⁱᵗ', 'id': '1236456260993798145'}]",,,,
1326121815593414656,1326111035045146627,2020-11-10 05:17:33 Central Standard Time,2020-11-10,05:17:33,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,"@jiangwanyinyes you like jade, don't you? then think about where this is coming from",en,[],[],[],1,0,0,[],[],https://twitter.com/angstyfanboi/status/1326121815593414656,False,,0,,,,,,,,"[{'screen_name': 'jiangwanyinyes', 'name': 'Ana ⁱˢ ᵍᵒⁱⁿᵍ ᵗʰʳᵒᵘᵍʰ ⁱᵗ', 'id': '1236456260993798145'}]",,,,
1326120907643957248,1326118375513333760,2020-11-10 05:13:57 Central Standard Time,2020-11-10,05:13:57,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,@weiwangxian1  https://t.co/HyH8HqNEhG,und,[],[],['https://pbs.twimg.com/tweet_video_thumb/EmdT7ijXIAAlni0.jpg'],0,0,1,[],[],https://twitter.com/angstyfanboi/status/1326120907643957248,False,,1,https://pbs.twimg.com/tweet_video_thumb/EmdT7ijXIAAlni0.jpg,,,,,,,[],,,,
1326120759530577920,1326120501308174342,2020-11-10 05:13:21 Central Standard Time,2020-11-10,05:13:21,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,so the problem is just you don't like being called out???? because you're aware but want to look like you're decent???????,en,[],[],[],0,0,1,[],[],https://twitter.com/angstyfanboi/status/1326120759530577920,False,,0,,,,,,,,[],,,,
1326120501308174342,1326120501308174342,2020-11-10 05:12:20 Central Standard Time,2020-11-10,05:12:20,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,"That one guy who left the class gc bc i called him misogynist just said he wouldn't be offended if someone called him a ""swine"",, at least MAKE IT MAKE SENSE",en,[],[],[],2,0,2,[],[],https://twitter.com/angstyfanboi/status/1326120501308174342,False,,0,,,,,,,,[],,,,
1326120256696426496,1326118375513333760,2020-11-10 05:11:21 Central Standard Time,2020-11-10,05:11:21,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,@weiwangxian1 I'm not a jc apologist bc he never did anything wrong,en,[],[],[],1,0,2,[],[],https://twitter.com/angstyfanboi/status/1326120256696426496,False,,0,,,,,,,,"[{'screen_name': 'weiwangxian1', 'name': 'm ♡ 蓝二妹妹 ♡ reading tgcf', 'id': '1249478641135706112'}]",,,,
1326118375513333760,1326118375513333760,2020-11-10 05:03:53 Central Standard Time,2020-11-10,05:03:53,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,as we should??????,en,[],[],[],1,0,3,[],[],https://twitter.com/angstyfanboi/status/1326118375513333760,False,https://twitter.com/wybichen/status/1326087903932416000,0,,,,,,,,[],,,,
1326118160265830402,1326111035045146627,2020-11-10 05:03:02 Central Standard Time,2020-11-10,05:03:02,-0600,1246795213840007170,angstyfanboi,carol;ʲᵃᶦ'ˢ ˡᵒᵛᵉᵇᵒᵗ,,"@jiangwanyinyes GO TO SLEEP, QUE O TEU MAL É SONO",pt,[],[],[],1,0,0,[],[],https://twitter.com/angstyfanboi/status/1326118160265830402,False,,0,,,,,,,,"[{'screen_name': 'jiangwanyinyes', 'name': 'Ana ⁱˢ ᵍᵒⁱⁿᵍ ᵗʰʳᵒᵘᵍʰ ⁱᵗ', 'id': '1236456260993798145'}]",,,,
